interval_begin;interval_end;interval_id;edge_arrived;edge_density;edge_departed;edge_entered;edge_id;edge_laneChangedFrom;edge_laneChangedTo;edge_laneDensity;edge_left;edge_occupancy;edge_overlapTraveltime;edge_sampledSeconds;edge_speed;edge_speedRelative;edge_timeLoss;edge_traveltime;edge_waitingTime
3600.00;7200.00;3600_to_7200;1;1.58;5;33;183370113#0.38;0;0;1.58;37;0.73;8.19;307.61;7.23;0.87;44.77;7.48;0.00
3600.00;7200.00;3600_to_7200;1;1.64;3;39;183370113#2;0;0;1.64;41;0.77;9.98;416.96;7.57;0.91;39.24;9.24;0.00
3600.00;7200.00;3600_to_7200;3;2.28;0;56;183370113#3;0;0;2.28;52;1.06;11.10;617.76;7.21;0.87;77.78;10.17;1.00
3600.00;7200.00;3600_to_7200;5;0.63;2;12;19846377#0;0;0;0.63;9;0.30;13.11;180.67;6.46;0.78;36.64;12.18;10.00
3600.00;7200.00;3600_to_7200;4;1.47;0;37;19846527#0;0;0;1.47;32;0.69;14.40;521.58;7.21;0.87;62.67;13.66;0.00
3600.00;7200.00;3600_to_7200;1;2.68;6;63;19846527#1;0;0;2.68;68;1.30;24.31;1673.12;7.33;0.88;183.50;23.57;0.00
3600.00;7200.00;3600_to_7200;3;9.38;0;80;21766158#0;0;0;9.38;77;4.32;11.20;895.66;2.81;0.34;591.04;10.13;369.00
3600.00;7200.00;3600_to_7200;3;4.88;2;122;220137286#0;0;0;4.88;121;2.33;16.96;2099.33;7.35;0.88;218.62;16.19;0.00
3600.00;7200.00;3600_to_7200;4;4.18;3;81;220137286#2;0;0;4.18;80;1.62;3.00;248.56;7.17;0.86;30.26;2.31;0.00
3600.00;7200.00;3600_to_7200;2;0.84;2;19;231483312;0;0;0.84;19;0.39;9.05;187.74;7.44;0.89;17.54;8.34;0.00
3600.00;7200.00;3600_to_7200;2;0.15;0;4;231483313;0;0;0.15;2;0.07;8.26;31.95;7.68;0.92;3.21;7.46;0.00
3600.00;7200.00;3600_to_7200;2;3.21;2;78;231483314;0;0;3.21;79;1.53;14.47;1163.28;7.30;0.88;123.96;13.75;0.00
3600.00;7200.00;3600_to_7200;2;2.04;2;51;231483339#0;0;0;2.04;52;0.97;16.17;857.27;7.52;0.90;88.74;15.51;0.00
3600.00;7200.00;3600_to_7200;3;8.84;7;213;23179512#0;0;0;8.84;213;4.25;20.84;4524.20;7.06;0.85;579.14;19.92;0.00
3600.00;7200.00;3600_to_7200;8;5.25;3;132;231940830#0;0;0;5.25;129;2.55;24.05;3260.44;7.37;0.89;372.76;23.37;0.00
3600.00;7200.00;3600_to_7200;3;6.75;1;136;231945290#0;0;0;6.75;133;3.05;7.54;1027.37;6.27;0.75;236.54;6.71;50.00
3600.00;7200.00;3600_to_7200;3;10.50;3;251;231945290#2;0;0;10.50;251;4.90;11.02;2800.11;7.18;0.86;334.98;10.31;0.00
3600.00;7200.00;3600_to_7200;3;9.44;3;214;231945290#3;0;0;9.44;213;4.20;6.35;1370.38;7.14;0.86;173.82;5.64;0.00
3600.00;7200.00;3600_to_7200;2;1.12;5;24;231945290#4;0;0;1.12;27;0.53;11.92;342.10;7.54;0.91;33.65;11.22;0.00
3600.00;7200.00;3600_to_7200;1;0.79;2;16;231945290#5;0;0;0.79;17;0.37;8.80;156.38;6.81;0.82;30.13;8.00;6.00
3600.00;7200.00;3600_to_7200;1;8.09;1;181;236306864#0;0;0;8.09;181;3.85;16.50;3001.90;6.55;0.79;623.22;15.59;112.00
3600.00;7200.00;3600_to_7200;3;14.57;2;218;237344387;0;0;14.57;217;6.47;9.10;1997.66;4.74;0.85;296.69;8.09;0.00
3600.00;7200.00;3600_to_7200;3;5.05;6;115;239889169;0;0;5.05;117;2.40;15.65;1878.81;6.92;0.83;254.56;14.73;0.00
3600.00;7200.00;3600_to_7200;2;5.14;6;119;244422544;0;0;5.14;123;2.46;15.95;1988.89;7.05;0.85;262.90;15.14;23.00
3600.00;7200.00;3600_to_7200;0;0.09;2;0;258274084;0;0;0.09;2;0.04;8.87;16.03;5.95;0.71;4.24;8.17;0.00
3600.00;7200.00;3600_to_7200;0;1.77;5;16;265113917;0;0;1.77;21;0.83;13.56;277.60;3.58;0.43;157.68;12.43;105.00
3600.00;7200.00;3600_to_7200;2;3.75;2;94;265117578;0;0;3.75;94;1.81;21.37;2049.75;7.34;0.88;216.17;20.64;0.00
3600.00;7200.00;3600_to_7200;3;1.54;4;31;28275167;0;0;1.54;31;0.69;7.92;266.86;6.71;0.81;34.81;6.92;0.00
3600.00;7200.00;3600_to_7200;2;12.64;2;168;28575360;0;0;12.64;168;5.82;14.82;2517.45;4.07;0.73;629.33;13.41;147.00
3600.00;7200.00;3600_to_7200;0;0.08;2;0;29000804.26;0;0;0.08;2;0.04;12.30;23.10;6.82;0.82;4.63;11.67;0.00
3600.00;7200.00;3600_to_7200;0;11.98;5;100;29023713;0;0;11.98;104;5.95;104.56;10975.66;2.48;0.30;7694.31;103.68;6931.00
3600.00;7200.00;3600_to_7200;91;3.66;0;91;30239233#0;0;0;3.66;0;1.66;5.93;521.16;7.51;0.90;49.69;5.28;0.00
3600.00;7200.00;3600_to_7200;6;5.78;1;137;31389747;0;0;5.78;132;2.52;5.10;701.14;7.58;0.91;64.57;4.44;0.00
3600.00;7200.00;3600_to_7200;0;0.39;7;0;31389787#2;0;0;0.39;7;0.18;6.07;35.32;4.97;0.60;17.26;5.48;0.00
3600.00;7200.00;3600_to_7200;4;3.62;1;88;31411680;0;0;3.62;85;1.70;11.11;986.95;7.27;0.87;115.83;10.36;1.00
3600.00;7200.00;3600_to_7200;0;5.47;90;0;31411842;0;0;5.47;90;2.67;17.62;1485.32;4.56;0.82;287.15;16.76;0.00
3600.00;7200.00;3600_to_7200;6;0.34;0;6;31412878;0;0;0.34;0;0.17;32.96;194.72;4.93;0.89;23.90;31.93;0.00
3600.00;7200.00;3600_to_7200;4;9.74;0;361;31427257#0;26;26;4.87;357;2.14;3.91;1412.49;11.57;0.83;234.25;3.53;0.00
3600.00;7200.00;3600_to_7200;4;9.02;2;357;31427257#2;43;43;4.51;353;2.13;9.48;3397.73;11.57;0.83;562.75;8.86;63.00
3600.00;7200.00;3600_to_7200;4;3.10;1;110;31427257#3;11;11;1.55;107;0.60;1.73;189.32;12.70;0.91;15.89;1.34;0.00
3600.00;7200.00;3600_to_7200;4;4.19;2;180;31427257#4;7;7;2.10;177;1.01;11.61;2106.74;12.46;0.90;193.91;11.14;7.00
3600.00;7200.00;3600_to_7200;3;7.61;3;124;31427257#7;3;3;3.81;123;1.87;29.51;3747.35;4.80;0.35;2429.09;28.81;2050.00
3600.00;7200.00;3600_to_7200;4;1.87;2;47;31445160#0;0;0;1.87;43;0.90;15.76;765.62;7.55;0.91;68.71;15.10;0.00
3600.00;7200.00;3600_to_7200;0;1.58;4;32;31445160#1;0;0;1.58;36;0.75;18.30;655.83;6.59;0.79;123.05;17.28;38.00
3600.00;7200.00;3600_to_7200;2;1.25;2;27;31448934#0;0;0;1.25;27;0.57;8.62;247.81;6.99;0.84;33.32;7.87;0.00
3600.00;7200.00;3600_to_7200;2;0.99;3;20;31448934#1;0;0;0.99;21;0.45;7.34;166.18;7.00;0.84;17.86;6.55;0.00
3600.00;7200.00;3600_to_7200;4;0.74;3;15;31448937#0;0;0;0.74;14;0.35;10.49;186.03;7.13;0.86;24.34;9.74;0.00
3600.00;7200.00;3600_to_7200;2;0.72;2;13;31448937#1;0;0;0.72;13;0.34;12.56;186.67;6.16;0.74;45.49;11.49;14.00
3600.00;7200.00;3600_to_7200;3;1.62;2;36;31449007;0;0;1.62;35;0.76;10.93;413.13;6.93;0.83;61.81;10.09;7.00
3600.00;7200.00;3600_to_7200;4;1.15;5;25;31449010#0;0;0;1.15;25;0.55;16.25;475.64;7.39;0.89;45.25;15.59;0.00
3600.00;7200.00;3600_to_7200;3;4.29;2;101;31449018;0;0;4.29;102;2.08;25.63;2666.81;6.94;0.83;409.43;24.72;67.00
3600.00;7200.00;3600_to_7200;2;4.10;3;101;31449245;0;0;4.10;102;1.94;12.84;1333.35;7.42;0.89;133.82;12.14;0.00
3600.00;7200.00;3600_to_7200;3;2.81;2;43;31512978#0;0;0;2.81;42;1.01;3.12;138.13;5.98;0.72;31.68;2.06;1.00
3600.00;7200.00;3600_to_7200;0;111.22;1;46;31512978#1;0;0;111.22;47;2.03;1.71;80.08;3.05;0.37;38.10;0.05;0.00
3600.00;7200.00;3600_to_7200;1;0.24;1;5;31518448;1;1;0.12;5;0.06;17.36;103.12;7.03;0.84;11.43;16.61;0.00
3600.00;7200.00;3600_to_7200;3;5.17;1;124;31518959;0;0;5.17;123;2.48;19.24;2404.98;6.98;0.84;331.94;18.26;25.00
3600.00;7200.00;3600_to_7200;1;5.43;5;87;31519076;0;0;5.43;88;2.64;38.49;3464.85;4.74;0.85;493.36;37.42;11.00
3600.00;7200.00;3600_to_7200;4;8.08;4;166;31520175;0;0;8.08;163;3.68;9.21;1547.35;6.31;0.76;352.01;8.35;79.00
3600.00;7200.00;3600_to_7200;1;3.31;2;73;31520176;0;0;3.31;74;1.56;16.48;1233.43;6.58;0.79;212.41;15.24;35.00
3600.00;7200.00;3600_to_7200;3;0.48;2;10;327412184;0;0;0.48;9;0.23;17.44;207.81;7.20;0.86;22.10;16.64;0.00
3600.00;7200.00;3600_to_7200;8;6.60;5;116;33301531;0;0;6.60;113;2.53;3.12;370.25;6.60;0.79;56.33;2.31;0.00
3600.00;7200.00;3600_to_7200;2;5.68;2;66;33301560;0;0;5.68;65;2.50;7.55;501.81;3.92;0.47;236.61;6.35;113.00
3600.00;7200.00;3600_to_7200;4;1.22;2;17;33301663#0;0;0;1.22;15;0.55;9.94;184.58;4.73;0.85;25.22;8.96;0.00
3600.00;7200.00;3600_to_7200;3;8.87;3;129;34065519;0;0;8.87;129;3.85;7.84;1029.06;4.75;0.85;138.89;6.78;0.00
3600.00;7200.00;3600_to_7200;3;7.38;1;173;36786444#0;0;0;7.38;171;3.34;8.46;1470.53;7.13;0.86;205.52;7.78;0.00
3600.00;7200.00;3600_to_7200;3;5.47;0;133;36786445#0;0;0;5.47;128;2.49;7.58;999.90;7.37;0.88;110.38;6.90;0.00
3600.00;7200.00;3600_to_7200;2;3.43;1;150;36801001#1;3;3;1.72;149;0.80;5.99;904.19;13.04;0.94;53.96;5.61;0.00
3600.00;7200.00;3600_to_7200;4;3.60;1;149;36801001#2;2;2;1.80;146;0.80;3.42;510.05;12.98;0.93;32.04;3.04;0.00
3600.00;7200.00;3600_to_7200;6;3.12;2;130;36801004#0;10;10;1.56;126;0.73;7.52;990.97;12.41;0.89;106.84;7.05;0.00
3600.00;7200.00;3600_to_7200;3;1.72;0;58;36801004#1;0;0;0.86;55;0.31;1.35;78.00;13.05;0.94;4.45;0.96;0.00
3600.00;7200.00;3600_to_7200;2;2.31;2;93;36801004#2;27;27;1.15;92;0.52;3.83;360.04;12.62;0.91;30.24;3.45;0.00
3600.00;7200.00;3600_to_7200;7;114.98;4;67;37535329#0;17;17;57.49;64;1.04;1.21;82.78;4.31;0.52;38.28;0.22;4.00
3600.00;7200.00;3600_to_7200;3;1.33;3;11;37535329#1;3;3;0.66;11;0.30;7.21;96.02;3.48;0.42;52.58;6.11;27.00
3600.00;7200.00;3600_to_7200;4;0.15;0;4;377719664;0;0;0.15;0;0.07;11.57;45.96;7.81;0.94;3.86;10.92;0.00
3600.00;7200.00;3600_to_7200;2;1.44;2;34;377719665;0;0;1.44;35;0.66;7.30;261.75;7.59;0.91;23.44;6.64;0.00
3600.00;7200.00;3600_to_7200;84;1.95;0;84;393494867;0;0;1.95;0;0.94;10.79;898.21;12.34;0.89;61.37;10.39;0.00
3600.00;7200.00;3600_to_7200;3;3.44;1;155;393494868;0;0;3.44;154;1.70;32.18;5038.79;12.79;0.92;412.57;31.79;0.00
3600.00;7200.00;3600_to_7200;0;0.18;4;0;395073288;0;0;0.18;4;0.09;21.68;83.31;6.00;0.72;16.70;20.24;1.00
3600.00;7200.00;3600_to_7200;1;3.86;1;1;395153043;0;0;3.86;1;0.08;1.58;2.78;3.30;0.40;1.63;0.04;0.00
3600.00;7200.00;3600_to_7200;1;70.68;1;87;395800497#0;0;0;70.68;89;33.28;57.97;5086.66;0.43;0.05;4829.93;57.04;4636.00
3600.00;7200.00;3600_to_7200;3;9.54;6;69;396062728#0;0;0;9.54;73;3.00;2.39;173.51;4.21;0.50;100.22;1.54;38.00
3600.00;7200.00;3600_to_7200;3;4.16;3;44;39642340#2;0;0;2.08;44;0.91;7.47;346.54;3.77;0.45;185.12;6.26;74.00
3600.00;7200.00;3600_to_7200;2;1.98;7;37;399914534;0;0;1.98;42;0.93;11.86;516.28;6.52;0.78;103.63;10.92;6.00
3600.00;7200.00;3600_to_7200;1;0.41;2;7;399914535;0;0;0.41;8;0.19;11.98;106.18;6.49;0.78;21.96;11.05;1.00
3600.00;7200.00;3600_to_7200;2;3.44;2;80;399914536;0;0;3.44;80;1.58;8.49;694.91;7.20;0.86;88.96;7.76;1.00
3600.00;7200.00;3600_to_7200;1;1.15;4;24;400062408;0;0;1.15;27;0.54;13.55;375.95;7.07;0.85;47.63;12.73;0.00
3600.00;7200.00;3600_to_7200;3;0.93;3;13;400961625#0;0;0;0.93;13;0.36;2.54;38.30;6.45;0.46;18.30;1.84;0.00
3600.00;7200.00;3600_to_7200;1;74.11;0;485;403882373;6;6;24.70;484;8.05;7.56;3665.84;2.48;0.30;2568.89;4.73;2046.00
3600.00;7200.00;3600_to_7200;5;4.40;2;98;40487883;0;0;4.40;94;2.12;21.97;2198.83;6.55;0.79;445.91;21.01;99.00
3600.00;7200.00;3600_to_7200;4;4.74;2;116;40493384#2;0;0;4.74;114;2.29;20.30;2392.51;7.16;0.86;314.32;19.55;2.00
3600.00;7200.00;3600_to_7200;1;6.33;2;130;40493385#0;0;0;6.33;131;2.86;7.55;1000.11;6.48;0.78;213.29;6.75;19.00
3600.00;7200.00;3600_to_7200;2;1.21;1;25;40493386;0;0;1.21;24;0.58;19.84;514.49;6.20;0.74;124.31;18.75;36.00
3600.00;7200.00;3600_to_7200;1;3.99;2;97;40493418;0;0;3.99;98;1.90;14.57;1443.51;7.25;0.87;166.73;13.83;0.00
3600.00;7200.00;3600_to_7200;4;1.90;0;50;40493501#0;0;0;1.90;46;0.91;15.92;795.61;7.62;0.91;69.15;15.26;0.00
3600.00;7200.00;3600_to_7200;5;2.27;0;61;40493501#3;0;0;2.27;56;1.10;21.18;1290.44;7.71;0.93;106.99;20.52;0.00
3600.00;7200.00;3600_to_7200;2;1.83;1;44;40493501#4;0;0;1.83;43;0.83;7.08;317.20;7.50;0.90;31.85;6.40;0.00
3600.00;7200.00;3600_to_7200;2;7.48;0;110;40493502;0;0;7.48;108;3.20;7.25;795.68;4.76;0.86;106.70;6.20;0.00
3600.00;7200.00;3600_to_7200;0;3.18;3;61;40598677;0;0;3.18;64;1.35;4.66;295.71;6.62;0.79;55.09;3.87;8.00
3600.00;7200.00;3600_to_7200;3;1.76;0;78;410939625;1;1;0.88;75;0.41;6.20;483.53;13.15;0.95;25.66;5.82;0.00
3600.00;7200.00;3600_to_7200;3;119.25;4;68;410939626;0;0;119.25;69;2.06;1.20;85.86;4.35;0.31;59.06;0.46;29.00
3600.00;7200.00;3600_to_7200;3;39.84;1;40;410939627;0;0;39.84;38;0.77;0.70;28.69;7.41;0.53;13.27;0.03;0.00
3600.00;7200.00;3600_to_7200;1;2.82;7;30;414404581;0;0;2.82;36;1.30;9.38;337.38;4.08;0.49;167.63;8.36;90.00
3600.00;7200.00;3600_to_7200;2;3.54;4;70;419709604#2;3;3;1.77;72;0.70;3.21;234.09;7.30;0.88;29.12;2.52;0.00
3600.00;7200.00;3600_to_7200;5;2.72;4;66;430855719;0;0;2.72;65;1.31;18.96;1323.58;7.38;0.89;131.97;18.15;0.00
3600.00;7200.00;3600_to_7200;5;2.01;5;66;4392761#0;5;5;1.01;66;0.45;5.17;364.22;10.67;0.77;82.42;4.79;0.00
3600.00;7200.00;3600_to_7200;3;1.49;1;66;4392761#2;21;21;0.74;64;0.36;9.81;656.08;12.99;0.94;34.60;9.42;0.00
3600.00;7200.00;3600_to_7200;3;144.64;4;111;4392761#3;17;17;72.32;112;1.29;0.92;104.14;5.67;0.41;58.10;0.15;5.00
3600.00;7200.00;3600_to_7200;5;3.91;1;177;4422176;5;5;1.96;173;0.95;14.23;2533.68;12.99;0.93;170.65;13.83;0.00
3600.00;7200.00;3600_to_7200;0;1.76;5;71;4422177;0;0;0.88;75;0.42;10.47;792.81;12.40;0.89;77.44;10.00;0.00
3600.00;7200.00;3600_to_7200;0;2.78;0;90;4441057#1;0;0;1.39;90;0.48;1.26;113.11;12.96;0.93;5.93;0.87;0.00
3600.00;7200.00;3600_to_7200;1;5.91;3;175;4441059#1;0;0;2.95;177;1.01;1.29;227.60;12.19;0.88;28.07;0.89;0.00
3600.00;7200.00;3600_to_7200;3;1.25;3;50;4441061;1;1;0.63;50;0.29;5.56;293.46;12.60;0.91;23.66;5.18;0.00
3600.00;7200.00;3600_to_7200;1;1.68;1;71;4441062;0;0;0.84;71;0.39;5.23;376.49;12.88;0.93;22.58;4.85;0.00
3600.00;7200.00;3600_to_7200;3;1.18;2;50;4441063;1;1;0.59;49;0.28;8.01;415.41;12.86;0.93;25.39;7.63;0.00
3600.00;7200.00;3600_to_7200;2;3.34;2;80;450186404;0;0;3.34;81;1.56;11.08;910.83;7.28;0.87;96.86;10.39;0.00
3600.00;7200.00;3600_to_7200;2;5.85;4;110;450925440;0;0;5.85;112;2.61;7.08;803.56;6.10;0.73;199.63;6.15;42.00
3600.00;7200.00;3600_to_7200;2;3.43;0;152;4690591#0;11;11;1.71;150;0.82;9.27;1399.58;12.78;0.92;107.50;8.89;0.00
3600.00;7200.00;3600_to_7200;3;4.03;0;94;4690638;0;0;4.03;91;1.76;5.17;484.38;7.41;0.89;49.04;4.50;0.00
3600.00;7200.00;3600_to_7200;2;0.79;1;19;4726679#0;0;0;0.79;18;0.38;19.55;390.16;7.23;0.87;40.92;18.83;0.00
3600.00;7200.00;3600_to_7200;3;1.67;4;38;4726679#1;0;0;1.67;38;0.81;23.93;995.83;7.12;0.86;115.29;23.20;0.00
3600.00;7200.00;3600_to_7200;4;0.35;4;5;4726680;0;0;0.35;5;0.17;37.14;330.50;7.14;0.86;35.93;36.44;0.00
3600.00;7200.00;3600_to_7200;1;3.22;3;77;4726681#0;0;0;3.22;80;1.57;35.68;2917.70;7.20;0.86;349.58;34.84;15.00
3600.00;7200.00;3600_to_7200;3;6.05;8;144;4726681#1;0;0;6.05;149;2.86;12.62;1907.98;7.33;0.88;195.94;11.90;0.00
3600.00;7200.00;3600_to_7200;2;5.22;3;129;4726681#2;0;0;5.22;128;2.46;12.03;1576.45;7.39;0.89;155.96;11.35;0.00
3600.00;7200.00;3600_to_7200;1;5.69;5;123;4726681#3;0;0;5.69;127;2.68;13.65;1743.45;6.60;0.79;308.65;12.65;51.00
3600.00;7200.00;3600_to_7200;1;5.21;2;118;4726684;0;0;5.21;119;2.26;5.31;635.69;7.33;0.88;69.74;4.64;0.00
3600.00;7200.00;3600_to_7200;7;7.11;2;180;4726685#0;0;0;7.11;174;3.42;17.82;3231.89;7.37;0.88;324.73;17.12;0.00
3600.00;7200.00;3600_to_7200;3;6.52;2;155;4726685#1;0;0;6.52;155;3.06;12.00;1888.62;7.12;0.86;223.38;11.18;0.00
3600.00;7200.00;3600_to_7200;4;0.60;2;8;4726694#0;0;0;0.60;6;0.29;25.70;253.43;4.74;0.85;35.80;24.60;1.00
3600.00;7200.00;3600_to_7200;1;1.61;5;19;4726694#2;0;0;1.61;23;0.76;14.89;350.78;4.40;0.79;78.84;13.88;33.00
3600.00;7200.00;3600_to_7200;2;4.02;6;92;4726706#0;0;0;4.02;97;1.96;30.76;3029.67;6.97;0.84;435.23;29.94;44.00
3600.00;7200.00;3600_to_7200;3;11.04;2;222;4726706#1;0;0;11.04;221;4.82;6.07;1357.04;6.45;0.77;257.29;5.21;8.00
3600.00;7200.00;3600_to_7200;2;7.22;4;176;4726706#2;0;0;7.22;177;3.48;19.25;3442.72;7.14;0.86;411.71;18.55;0.00
3600.00;7200.00;3600_to_7200;1;0.93;4;11;4726710#0;0;0;0.93;14;0.44;12.98;189.58;4.73;0.85;27.35;11.98;0.00
3600.00;7200.00;3600_to_7200;2;0.16;1;3;4726711#0;0;0;0.16;2;0.08;18.91;74.54;7.00;0.84;7.22;18.23;0.00
3600.00;7200.00;3600_to_7200;3;0.50;1;11;4726711#1;0;0;0.50;9;0.24;12.96;153.80;7.00;0.84;21.49;12.15;2.00
3600.00;7200.00;3600_to_7200;4;1.25;0;33;4726712;0;0;1.25;28;0.60;18.92;617.93;7.53;0.90;52.92;18.13;0.00
3600.00;7200.00;3600_to_7200;2;3.85;4;169;4726717;72;72;1.92;172;0.95;26.93;4670.56;12.71;0.92;304.57;26.50;0.00
3600.00;7200.00;3600_to_7200;3;3.49;1;154;4726737;19;19;1.75;157;0.85;13.54;2148.25;12.99;0.94;143.93;13.15;0.00
3600.00;7200.00;3600_to_7200;3;7.39;2;306;4726785#1;15;15;3.70;305;1.71;5.86;1803.28;12.42;0.89;154.24;5.43;0.00
3600.00;7200.00;3600_to_7200;5;25.42;2;78;4730616#1;0;0;25.42;75;1.51;0.79;61.32;7.22;0.87;7.83;0.09;0.00
3600.00;7200.00;3600_to_7200;3;3.38;6;75;4730616#2;0;0;3.38;78;1.55;9.08;729.85;7.15;0.86;76.87;8.18;0.00
3600.00;7200.00;3600_to_7200;2;1.80;1;44;4730618;0;0;1.80;43;0.87;25.55;1148.86;7.15;0.86;151.63;24.56;26.00
3600.00;7200.00;3600_to_7200;5;2.52;2;64;4730619;0;0;2.52;61;1.23;28.78;1896.93;7.44;0.89;186.75;28.12;0.00
3600.00;7200.00;3600_to_7200;1;0.88;5;15;4730620;0;0;0.88;19;0.42;15.52;306.47;6.55;0.79;60.30;14.49;18.00
3600.00;7200.00;3600_to_7200;3;2.03;3;48;4730623;0;0;2.03;48;0.97;19.61;997.69;7.22;0.87;105.88;18.77;0.00
3600.00;7200.00;3600_to_7200;3;3.40;1;86;4730624;0;0;3.40;85;1.65;27.41;2413.49;7.38;0.89;235.25;26.53;0.00
3600.00;7200.00;3600_to_7200;8;5.04;4;122;4730627;0;0;5.04;119;2.38;12.95;1628.09;7.31;0.88;168.41;12.25;0.00
3600.00;7200.00;3600_to_7200;0;0.37;1;8;4730631#0;0;0;0.37;9;0.17;8.68;77.46;7.36;0.88;10.47;8.03;0.00
3600.00;7200.00;3600_to_7200;2;0.60;1;13;4730631#1;0;0;0.60;12;0.28;10.86;150.78;6.86;0.82;23.96;9.95;4.00
3600.00;7200.00;3600_to_7200;4;3.24;2;72;4730633;0;0;3.24;70;1.51;10.22;753.79;6.81;0.82;120.47;9.41;16.00
3600.00;7200.00;3600_to_7200;5;1.40;5;32;4730634;0;0;1.40;31;0.67;17.72;643.74;7.51;0.90;67.68;17.07;0.00
3600.00;7200.00;3600_to_7200;1;1.15;2;17;4730636;0;0;1.15;19;0.55;20.07;385.23;4.87;0.88;45.64;19.06;0.00
3600.00;7200.00;3600_to_7200;4;1.55;5;34;4730637#0;0;0;1.55;35;0.73;11.52;445.39;7.35;0.88;44.21;10.85;0.00
3600.00;7200.00;3600_to_7200;2;1.78;2;44;4730637#1;0;0;1.78;44;0.86;21.13;970.53;7.41;0.89;90.92;20.46;0.00
3600.00;7200.00;3600_to_7200;6;2.59;7;56;4730637#3;0;0;2.59;57;1.20;8.56;532.72;7.27;0.87;60.38;7.87;0.00
3600.00;7200.00;3600_to_7200;3;2.10;2;50;4730637#4;0;0;2.10;50;1.01;18.94;993.10;7.20;0.86;124.92;18.17;4.00
3600.00;7200.00;3600_to_7200;3;0.77;2;17;4730638;0;0;0.77;16;0.36;11.03;206.34;7.21;0.87;25.63;10.31;0.00
3600.00;7200.00;3600_to_7200;1;0.85;2;18;4730644;0;0;0.85;19;0.39;12.14;241.25;6.95;0.83;30.07;11.28;0.00
3600.00;7200.00;3600_to_7200;3;1.09;4;11;4730647#0;0;0;1.09;12;0.48;5.57;76.51;4.39;0.53;35.62;4.67;19.00
3600.00;7200.00;3600_to_7200;2;1.20;0;31;4730647#1;0;0;1.20;29;0.58;20.09;622.56;7.40;0.89;54.34;19.30;0.00
3600.00;7200.00;3600_to_7200;2;0.51;2;11;4730647#2;0;0;0.51;11;0.24;15.09;193.62;7.35;0.88;19.59;14.19;0.00
3600.00;7200.00;3600_to_7200;4;0.30;1;7;4730648#0;0;0;0.30;4;0.15;19.61;155.92;7.55;0.91;16.71;18.69;0.00
3600.00;7200.00;3600_to_7200;0;0.20;2;1;4730648#2;0;0;0.20;3;0.08;2.96;6.78;4.85;0.58;2.81;2.28;0.00
3600.00;7200.00;3600_to_7200;2;0.63;1;16;4730649;0;0;0.63;15;0.31;33.64;570.52;7.58;0.91;49.19;32.82;0.00
3600.00;7200.00;3600_to_7200;1;7.65;5;182;4730651;0;0;7.65;187;3.63;13.87;2596.45;7.16;0.86;293.73;13.10;0.00
3600.00;7200.00;3600_to_7200;3;1.71;1;43;4730654;0;0;1.71;41;0.84;28.46;1249.99;7.30;0.88;132.53;27.67;0.00
3600.00;7200.00;3600_to_7200;3;0.34;3;3;47446166;0;0;0.34;3;0.14;3.56;17.64;5.46;0.66;4.74;2.74;0.00
3600.00;7200.00;3600_to_7200;0;1.58;2;38;47461591#0;0;0;1.58;41;0.76;21.31;861.94;7.35;0.88;84.64;20.47;0.00
3600.00;7200.00;3600_to_7200;1;9.03;5;134;47895849#0;0;0;9.03;138;4.33;26.35;3656.14;4.46;0.80;633.03;25.03;61.00
3600.00;7200.00;3600_to_7200;1;12.30;3;176;47895849#2;0;0;12.30;178;5.41;9.00;1606.80;4.59;0.83;242.45;7.89;7.00
3600.00;7200.00;3600_to_7200;1;11.21;2;170;47896065;0;0;11.21;169;5.20;15.40;2626.73;4.55;0.82;416.85;14.25;8.00
3600.00;7200.00;3600_to_7200;2;5.98;2;57;507818916;0;0;5.98;56;2.58;6.08;352.08;3.51;0.42;199.27;5.06;77.00
3600.00;7200.00;3600_to_7200;4;66.34;2;26;510481270;0;0;66.34;25;27.34;220.07;5834.42;0.13;0.02;5742.90;130.78;5554.00
3600.00;7200.00;3600_to_7200;0;133.33;3;66;510481273#0;0;0;133.33;68;65.23;352.62;22552.30;0.14;0.01;22295.30;329.55;21177.00
3600.00;7200.00;3600_to_7200;5;6.05;6;108;510492454#0;0;0;3.02;109;1.38;9.14;1034.44;5.75;0.69;296.99;8.16;95.00
3600.00;7200.00;3600_to_7200;4;4.55;3;114;510492456;0;0;4.55;114;2.21;25.20;2960.44;7.38;0.89;290.32;24.51;0.00
3600.00;7200.00;3600_to_7200;4;1.83;0;32;510702678#1;0;0;1.83;28;0.87;16.13;515.25;5.15;0.62;190.44;14.87;89.00
3600.00;7200.00;3600_to_7200;0;0.33;3;5;524150333#0;0;0;0.33;8;0.16;18.71;147.49;6.94;0.83;16.73;18.03;0.00
3600.00;7200.00;3600_to_7200;0;3.52;72;0;524150338#0;0;0;3.52;72;1.66;7.01;439.62;5.67;0.68;133.63;6.37;0.00
3600.00;7200.00;3600_to_7200;1;3.41;1;85;524151750;0;0;3.41;85;1.62;17.07;1464.14;7.28;0.87;140.58;16.16;0.00
3600.00;7200.00;3600_to_7200;5;7.03;3;118;5450857#0;0;0;7.03;116;3.13;6.75;812.19;5.50;0.66;270.04;5.88;53.00
3600.00;7200.00;3600_to_7200;1;0.03;0;1;5450858#1;0;0;0.03;0;0.02;13.97;13.37;8.27;0.99;0.90;13.37;0.00
