interval_begin;interval_end;edge_arrived;edge_density;edge_departed;edge_entered;edge_id;edge_laneChangedFrom;edge_laneChangedTo;edge_laneDensity;edge_left;edge_occupancy;edge_overlapTraveltime;edge_sampledSeconds;edge_speed;edge_speedRelative;edge_timeLoss;edge_traveltime;edge_waitingTime
21600.00;25200.00;1.0;0.9199999999999999;0.0;18.0;567036034;0.0;0.0;0.9199999999999999;17.0;0.4600000000000001;2.9800000000000004;534.5699999999999;-0.8499999999999996;-0.09999999999999998;188.53;3.0199999999999996;145.0
21600.00;25200.00;-4.0;88.19000000000001;-1.0;-84.0;583307354;4.0;4.0;44.10000000000001;-97.0;19.82;114.34;3679.7499999999995;-0.53;-0.07;3849.02;64.44;3736.0
21600.00;25200.00;-1.0;-14.020000000000001;0.0;-10.0;583307357#0;0.0;0.0;-14.020000000000001;-9.0;-0.27;0.32999999999999996;-10.09;-1.5899999999999999;-0.18999999999999995;-2.02;0.010000000000000002;0.0
21600.00;25200.00;-3.0;-1.0300000000000002;0.0;-10.0;583307357#1;0.0;0.0;-1.0300000000000002;-7.0;-0.18000000000000002;0.33000000000000007;-10.33;-1.2800000000000002;-0.15000000000000002;-1.2999999999999998;0.16000000000000003;0.0
21600.00;25200.00;-1.0;-6.459999999999999;0.0;-7.0;583307357#2;0.0;0.0;-6.459999999999999;-6.0;-0.12;0.21000000000000008;-4.65;-1.0999999999999996;-0.1299999999999999;-0.3700000000000001;0.010000000000000002;0.0
21600.00;25200.00;0.0;0.0;1.0;-18.0;583307358;-7.0;-7.0;0.0;-1.0;-2.799999999999997;70.86999999999998;34.9399999999996;-0.03;0.0;58.75;69.15;64.0
21600.00;25200.00;-3.0;20.49000000000001;-3.0;-73.0;591680761#0;0.0;0.0;20.49000000000001;-83.0;7.779999999999994;507.13999999999993;3005.42;-0.29;-0.019999999999999997;3336.51;491.53999999999996;3524.0
21600.00;25200.00;-7.0;;-2.0;-96.0;606127853;0.0;0.0;;-91.0;;;-355.79;;;;;
21600.00;25200.00;-5.0;68.92999999999999;-1.0;-20.0;606127854;0.0;0.0;68.92999999999999;-19.0;29.72;517.1;4077.0899999999997;-4.35;-0.78;4165.25;396.74;4150.0
21600.00;25200.00;-3.0;121.77000000000001;-1.0;-174.0;610739513#0;0.0;0.0;121.77000000000001;-172.0;60.35;1247.03;52316.200000000004;-7.300000000000001;-0.88;55671.23;1175.65;53277.0
21600.00;25200.00;-1.0;124.40999999999998;0.0;-95.0;610739513#1;0.0;0.0;124.40999999999998;-95.0;61.650000000000006;553.24;20462.26;-7.19;-0.86;21285.1;550.2099999999999;20730.0
21600.00;25200.00;-1.0;;-3.0;-8.0;616545123;0.0;0.0;;-9.0;;;-135.87;;;;;
21600.00;25200.00;-2.0;33.410000000000004;0.0;-7.0;616545124;0.0;0.0;33.410000000000004;-16.0;16.720000000000002;1199.46;20214.54;-6.98;-0.83;20484.78;1168.79;20133.0
21600.00;25200.00;-31.0;-0.71;0.0;-31.0;625259599;1.0;1.0;-0.35;0.0;-0.17;-0.22000000000000064;-345.60999999999996;0.25;0.020000000000000018;-20.560000000000002;-0.20999999999999908;0.0
21600.00;25200.00;0.0;132.51999999999998;-27.0;0.0;625259600;46.0;46.0;66.25999999999999;-28.0;33.13;3353.9900000000002;197261.76;-11.83;-0.85;198121.44;3346.23;188385.0
21600.00;25200.00;-2.0;9.079999999999998;0.0;-6.0;627916936#1;0.0;0.0;9.079999999999998;-4.0;4.56;315.59000000000003;1608.85;-4.37;-0.52;1655.6;295.09;1654.0
21600.00;25200.00;-4.0;;-6.0;-73.0;627916937;0.0;0.0;;-76.0;;;-960.49;;;;;
21600.00;25200.00;0.0;95.95;0.0;-70.0;628755546#0;0.0;0.0;95.95;-70.0;48.14;142.65;15078.2;-4.51;-0.5399999999999999;15499.26;142.25;15264.0
21600.00;25200.00;1.0;37.77;-1.0;-75.0;628755547#0;0.0;0.0;37.77;-102.0;18.91;332.17;31002.100000000002;-6.32;-0.76;33392.42;330.95;31120.0
21600.00;25200.00;-2.0;-2.46;0.0;-73.0;628757206#0;0.0;0.0;-2.46;-67.0;-1.1600000000000001;5.460000000000001;-941.8100000000002;-1.3699999999999992;-0.15999999999999992;1.3999999999999773;5.509999999999998;224.0
