interval_begin;interval_end;interval_id;edge_arrived;edge_density;edge_departed;edge_entered;edge_id;edge_laneChangedFrom;edge_laneChangedTo;edge_laneDensity;edge_left;edge_occupancy;edge_overlapTraveltime;edge_sampledSeconds;edge_speed;edge_speedRelative;edge_timeLoss;edge_traveltime;edge_waitingTime
7200.00;10800.00;7200_to_10800;0;133.33;0;186;14118780#3;0;0;133.33;186;4.26;0.86;159.44;6.07;0.73;29.82;0.03;0.00
7200.00;10800.00;7200_to_10800;0;23.45;0;148;14118780#4;0;0;23.45;148;3.15;1.05;155.31;6.52;0.78;22.83;0.30;0.00
7200.00;10800.00;7200_to_10800;0;46.95;0;34;14118780#5;0;0;46.95;34;0.90;0.99;33.81;5.23;0.63;5.45;0.04;0.00
7200.00;10800.00;7200_to_10800;5;0.55;2;12;14118783;0;0;0.55;9;0.27;18.80;260.62;7.23;0.87;26.75;18.01;0.00
7200.00;10800.00;7200_to_10800;4;0.42;1;9;14118784#0;0;0;0.42;7;0.20;14.58;157.99;7.52;0.90;14.47;13.85;0.00
7200.00;10800.00;7200_to_10800;1;0.83;2;9;14118784#1;0;0;0.83;10;0.38;8.46;90.08;4.14;0.50;46.38;7.43;27.00
7200.00;10800.00;7200_to_10800;2;1.81;4;38;14118785#0;0;0;1.81;40;0.82;7.84;326.31;7.04;0.85;53.75;7.14;0.00
7200.00;10800.00;7200_to_10800;2;2.38;3;42;14118785#1;0;0;2.38;45;1.14;18.54;834.68;5.52;0.66;281.93;17.60;156.00
7200.00;10800.00;7200_to_10800;3;8.45;3;83;14858640;0;0;8.45;83;3.41;4.22;357.56;3.97;0.48;198.27;3.27;77.00
7200.00;10800.00;7200_to_10800;3;108.67;4;178;14858642#0;0;0;54.34;179;1.05;0.43;78.24;12.01;0.86;9.83;0.02;0.00
7200.00;10800.00;7200_to_10800;3;38.81;3;262;14858642#1;70;70;19.40;254;9.50;33.19;8653.17;2.02;0.15;7274.91;32.08;6102.00
7200.00;10800.00;7200_to_10800;4;13.91;6;163;14858643#0;0;0;6.96;165;2.95;4.38;734.16;4.49;0.54;368.62;3.72;259.00
7200.00;10800.00;7200_to_10800;0;13.13;95;0;14858868;0;0;13.13;88;6.50;40.89;3535.29;1.95;0.23;2680.69;40.08;2367.00
7200.00;10800.00;7200_to_10800;2;0.80;6;11;150275991#0;0;0;0.80;15;0.35;4.88;77.52;6.56;0.79;15.73;4.23;0.00
7200.00;10800.00;7200_to_10800;2;0.75;2;16;150275991#1;0;0;0.75;16;0.36;18.02;322.51;6.89;0.83;54.04;17.15;17.00
7200.00;10800.00;7200_to_10800;0;7.31;2;143;150275992#0;0;0;7.31;145;3.51;22.03;3192.81;5.73;0.69;964.28;20.86;449.00
7200.00;10800.00;7200_to_10800;4;6.22;2;76;150275999#2;0;0;6.22;75;3.02;27.82;2186.54;3.69;0.44;1220.55;26.67;879.00
7200.00;10800.00;7200_to_10800;0;;0;2;150276002;0;0;;2;;;0.00;;;;;
7200.00;10800.00;7200_to_10800;6;0.80;4;15;150276003#0;0;0;0.80;13;0.38;13.46;250.67;6.81;0.82;33.58;12.73;0.00
7200.00;10800.00;7200_to_10800;3;0.34;3;5;150276003#1;0;0;0.34;5;0.17;32.24;254.42;6.65;0.80;28.90;31.44;0.00
7200.00;10800.00;7200_to_10800;3;0.53;0;14;150276011;0;0;0.53;11;0.26;20.93;292.66;7.60;0.91;23.47;20.23;0.00
7200.00;10800.00;7200_to_10800;3;3.62;4;9;150276013#0;0;0;3.62;10;1.79;44.60;555.00;1.07;0.13;481.49;43.60;462.00
7200.00;10800.00;7200_to_10800;3;0.62;5;11;150276013#1;0;0;0.62;14;0.30;16.46;263.36;7.43;0.89;29.41;15.63;0.00
7200.00;10800.00;7200_to_10800;3;0.43;4;7;150276015;0;0;0.43;8;0.21;22.51;244.46;7.19;0.86;40.83;21.75;14.00
7200.00;10800.00;7200_to_10800;1;7.88;2;166;15089551;0;0;7.88;168;3.54;7.50;1261.86;6.60;0.79;258.61;6.71;9.00
7200.00;10800.00;7200_to_10800;4;14.63;5;307;15089643;0;0;14.63;309;5.98;3.89;1212.75;7.20;0.86;154.43;3.22;0.00
7200.00;10800.00;7200_to_10800;9;2.83;1;72;155433040;0;0;2.83;64;1.37;25.25;1841.02;7.36;0.88;180.90;24.42;0.00
7200.00;10800.00;7200_to_10800;4;0.78;2;20;155433041;0;0;0.78;17;0.38;28.98;606.55;7.65;0.92;52.49;28.18;0.00
7200.00;10800.00;7200_to_10800;2;0.56;3;6;158331590;0;0;0.56;7;0.21;2.59;20.36;5.83;0.70;5.48;1.82;0.00
7200.00;10800.00;7200_to_10800;0;0.27;2;4;16233734#0;0;0;0.27;7;0.13;13.68;89.06;7.09;0.85;10.92;13.01;0.00
7200.00;10800.00;7200_to_10800;1;0.56;3;9;16233735#0;0;0;0.56;11;0.25;10.04;118.07;6.32;0.76;19.49;8.73;0.00
7200.00;10800.00;7200_to_10800;1;13.42;5;81;17073048#0;5;5;6.71;84;3.08;10.70;906.41;2.22;0.27;657.98;9.62;444.00
7200.00;10800.00;7200_to_10800;3;1.69;0;43;17670100#1;0;0;1.69;40;0.80;12.44;534.37;7.46;0.90;43.80;11.75;0.00
7200.00;10800.00;7200_to_10800;3;4.49;2;113;17670100#2;0;0;4.49;110;2.12;12.91;1464.20;7.41;0.89;143.26;12.21;0.00
7200.00;10800.00;7200_to_10800;9;7.57;4;176;180020059#0;0;0;7.57;171;3.58;12.86;2310.77;6.98;0.84;363.83;12.11;5.00
7200.00;10800.00;7200_to_10800;7;8.23;1;192;180020059#1;0;0;8.23;187;3.69;6.70;1294.39;7.27;0.87;151.85;6.00;0.00
7200.00;10800.00;7200_to_10800;6;8.48;1;172;180020059#2;0;0;8.48;168;3.33;3.18;550.79;7.26;0.87;66.72;2.49;0.00
7200.00;10800.00;7200_to_10800;2;11.36;4;13;180022161;0;0;11.36;15;5.31;65.75;1059.32;0.47;0.08;968.86;64.32;938.00
7200.00;10800.00;7200_to_10800;1;0.20;0;4;180156396#0;0;0;0.20;3;0.09;6.82;26.65;6.09;0.73;7.00;5.89;1.00
7200.00;10800.00;7200_to_10800;4;4.06;0;102;180156396#1;0;0;4.06;97;1.95;18.71;1914.67;7.28;0.87;213.47;18.00;0.00
7200.00;10800.00;7200_to_10800;2;1.18;2;30;181218814#0;0;0;1.18;30;0.58;31.59;995.10;7.58;0.91;88.19;30.93;0.00
7200.00;10800.00;7200_to_10800;3;1.71;4;30;181218814#1;0;0;1.71;31;0.66;2.83;92.56;7.08;0.85;13.76;2.16;0.00
7200.00;10800.00;7200_to_10800;1;1.95;2;31;181218814#2;0;0;1.95;32;0.63;1.91;61.15;7.17;0.86;8.50;1.22;0.00
7200.00;10800.00;7200_to_10800;0;3.59;2;86;183251547;0;0;3.59;88;1.67;9.86;865.85;7.30;0.88;83.64;9.14;0.00
7200.00;10800.00;7200_to_10800;2;4.99;2;61;183370113#0.12;0;0;2.50;61;0.60;1.33;81.59;7.20;0.86;10.38;0.62;0.00
7200.00;10800.00;7200_to_10800;6;5.11;4;54;183370113#0.38;0;0;5.11;52;2.46;17.45;998.64;3.39;0.41;585.98;16.67;500.00
7200.00;10800.00;7200_to_10800;2;2.56;3;60;183370113#2;0;0;2.56;61;1.20;10.36;649.88;7.29;0.88;68.66;9.63;0.00
7200.00;10800.00;7200_to_10800;5;5.85;1;121;183370113#3;0;0;5.85;118;2.74;12.96;1581.40;6.18;0.74;355.82;11.96;70.00
7200.00;10800.00;7200_to_10800;5;1.29;1;28;19846377#0;0;0;1.29;24;0.61;12.85;370.48;6.59;0.79;76.62;11.86;13.00
7200.00;10800.00;7200_to_10800;0;2.37;1;57;19846527#0;0;0;2.37;59;1.12;14.38;842.88;7.22;0.87;103.95;13.59;4.00
7200.00;10800.00;7200_to_10800;5;3.32;1;80;19846527#1;0;0;3.32;78;1.61;24.95;2071.34;7.15;0.86;239.85;24.19;1.00
7200.00;10800.00;7200_to_10800;2;12.01;1;100;21766158#0;0;0;12.01;99;5.52;11.36;1145.93;2.77;0.33;758.31;10.27;464.00
7200.00;10800.00;7200_to_10800;5;5.27;2;130;220137286#0;0;0;5.27;128;2.52;17.17;2269.30;7.26;0.87;248.17;16.35;0.00
7200.00;10800.00;7200_to_10800;2;3.07;2;61;220137286#2;0;0;3.07;61;1.19;2.93;182.66;7.35;0.88;18.63;2.25;0.00
7200.00;10800.00;7200_to_10800;2;0.56;1;13;231483312;0;0;0.56;12;0.26;9.10;126.66;7.40;0.89;12.07;8.39;0.00
7200.00;10800.00;7200_to_10800;4;0.51;1;11;231483313;0;0;0.51;8;0.23;9.06;106.61;7.00;0.84;12.90;8.14;0.00
7200.00;10800.00;7200_to_10800;0;;0;3;231483314;0;0;;3;;;0.00;;;;;
7200.00;10800.00;7200_to_10800;2;2.84;2;69;231483339#0;0;0;2.84;74;1.35;16.31;1190.55;7.45;0.89;124.14;15.65;0.00
7200.00;10800.00;7200_to_10800;0;12.16;1;87;23179512#0;0;0;12.16;82;6.01;72.30;6228.72;2.04;0.24;4651.65;71.12;3986.00
7200.00;10800.00;7200_to_10800;10;10.76;2;260;231940830#0;0;0;10.76;254;5.23;25.44;6679.96;6.97;0.84;1001.84;24.72;1.00
7200.00;10800.00;7200_to_10800;5;18.47;6;361;231945290#0;0;0;18.47;359;8.37;7.69;2811.02;6.14;0.74;693.61;6.91;110.00
7200.00;10800.00;7200_to_10800;1;17.20;2;407;231945290#2;0;0;17.20;408;8.05;11.24;4589.26;7.04;0.85;632.24;10.51;0.00
7200.00;10800.00;7200_to_10800;2;18.71;3;370;231945290#3;0;0;18.71;371;8.39;7.29;2716.82;6.22;0.75;647.44;6.52;123.00
7200.00;10800.00;7200_to_10800;3;3.26;2;81;231945290#4;0;0;3.26;80;1.54;12.02;995.83;7.48;0.90;94.77;11.31;0.00
7200.00;10800.00;7200_to_10800;3;4.74;3;50;231945290#5;0;0;4.74;50;2.28;17.84;936.98;3.36;0.40;556.19;17.05;488.00
7200.00;10800.00;7200_to_10800;3;14.61;2;320;236306864#0;0;0;14.61;317;6.97;16.96;5425.87;6.37;0.77;1204.96;16.09;120.00
7200.00;10800.00;7200_to_10800;6;10.02;0;148;237344387;0;0;10.02;143;4.44;9.25;1373.15;4.66;0.84;204.51;8.19;0.00
7200.00;10800.00;7200_to_10800;1;2.03;0;50;239889169;0;0;2.03;48;0.96;15.14;754.50;7.15;0.86;94.83;14.24;0.00
7200.00;10800.00;7200_to_10800;1;6.78;1;157;244422544;0;0;6.78;157;3.24;16.61;2623.78;6.77;0.81;442.27;15.75;57.00
7200.00;10800.00;7200_to_10800;0;0.09;2;0;258274084;0;0;0.09;2;0.04;8.70;15.72;6.06;0.73;4.61;7.95;0.00
7200.00;10800.00;7200_to_10800;1;1.05;0;14;265113917;0;0;1.05;13;0.49;11.82;165.13;4.11;0.49;81.36;10.72;38.00
7200.00;10800.00;7200_to_10800;2;1.95;5;45;265117578;0;0;1.95;49;0.94;21.13;1063.52;7.42;0.89;111.81;20.40;0.00
7200.00;10800.00;7200_to_10800;7;1.38;1;30;28275167;0;0;1.38;24;0.61;7.79;239.45;6.82;0.82;28.96;6.82;0.00
7200.00;10800.00;7200_to_10800;3;4.59;3;67;28575360;0;0;4.59;68;2.11;13.12;914.13;4.60;0.83;151.15;12.00;0.00
7200.00;10800.00;7200_to_10800;3;0.49;5;7;29000804.26;0;0;0.49;9;0.23;11.88;138.22;7.06;0.85;18.34;11.21;0.00
7200.00;10800.00;7200_to_10800;2;104.31;6;111;29023713;0;0;104.31;126;52.09;799.94;95546.54;0.32;0.04;91776.61;799.49;86195.00
7200.00;10800.00;7200_to_10800;81;3.21;0;81;30239233#0;0;0;3.21;0;1.46;5.85;456.66;7.62;0.91;43.78;5.21;0.00
7200.00;10800.00;7200_to_10800;2;0.09;0;2;307372337#0;0;0;0.04;0;0.02;4.52;8.62;7.06;0.85;0.78;3.81;0.00
7200.00;10800.00;7200_to_10800;3;11.62;2;254;31389747;0;0;11.62;253;5.10;5.51;1409.48;7.02;0.84;210.39;4.82;57.00
7200.00;10800.00;7200_to_10800;0;0.33;6;0;31389787#2;0;0;0.33;6;0.15;6.07;30.25;4.98;0.60;12.24;5.41;0.00
7200.00;10800.00;7200_to_10800;3;5.84;0;138;31411680;0;0;5.84;135;2.74;11.55;1593.95;7.00;0.84;245.84;10.75;11.00
7200.00;10800.00;7200_to_10800;0;22.04;72;1;31411842;0;0;22.04;73;10.97;87.64;5980.63;0.92;0.16;5025.10;86.90;4711.00
7200.00;10800.00;7200_to_10800;4;0.30;0;5;31412878;0;0;0.30;1;0.15;34.46;169.83;4.71;0.85;19.82;33.39;0.00
7200.00;10800.00;7200_to_10800;4;84.22;3;415;31427257#0;29;29;42.11;413;18.68;29.30;12213.23;1.55;0.11;10826.63;28.31;8688.90
7200.00;10800.00;7200_to_10800;5;87.56;3;413;31427257#2;44;44;43.78;411;21.65;79.33;32977.13;1.38;0.10;29635.97;78.46;24765.09
7200.00;10800.00;7200_to_10800;4;82.98;1;134;31427257#3;11;11;41.49;133;15.64;37.29;5066.56;0.59;0.04;4846.97;36.64;4632.00
7200.00;10800.00;7200_to_10800;2;101.52;2;201;31427257#4;29;29;50.76;200;25.18;252.85;51032.31;0.57;0.04;48890.14;251.66;42608.00
7200.00;10800.00;7200_to_10800;4;123.50;2;92;31427257#7;10;10;61.75;87;30.78;664.68;60789.76;0.21;0.02;59843.62;662.67;57273.00
7200.00;10800.00;7200_to_10800;5;1.79;4;41;31445160#0;0;0;1.79;40;0.86;16.42;735.13;7.24;0.87;79.57;15.70;0.00
7200.00;10800.00;7200_to_10800;0;2.45;6;31;31445160#1;0;0;2.45;37;1.19;27.74;1019.40;4.35;0.52;473.06;26.57;314.00
7200.00;10800.00;7200_to_10800;1;0.59;2;12;31448934#0;0;0;0.59;13;0.27;8.53;117.96;7.06;0.85;14.63;7.78;0.00
7200.00;10800.00;7200_to_10800;3;0.49;3;9;31448934#1;0;0;0.49;9;0.23;7.09;82.45;7.25;0.87;11.74;6.37;0.00
7200.00;10800.00;7200_to_10800;1;1.84;5;38;31448937#0;0;0;1.84;40;0.86;11.03;461.86;6.78;0.81;69.49;10.23;0.00
7200.00;10800.00;7200_to_10800;2;1.89;3;35;31448937#1;0;0;1.89;36;0.89;13.04;492.89;5.93;0.71;126.19;12.04;47.00
7200.00;10800.00;7200_to_10800;3;1.11;1;27;31449007;0;0;1.11;25;0.52;10.17;283.27;7.45;0.89;27.40;9.45;0.00
7200.00;10800.00;7200_to_10800;6;3.11;5;31;31449010#0;0;0;3.11;30;1.53;36.09;1287.01;3.33;0.40;767.93;35.34;708.00
7200.00;10800.00;7200_to_10800;3;0.31;5;3;31449018;0;0;0.31;5;0.15;24.76;192.08;7.18;0.86;24.14;24.06;0.00
7200.00;10800.00;7200_to_10800;3;2.03;1;51;31449245;0;0;2.03;49;0.96;12.69;658.35;7.51;0.90;61.15;11.99;0.00
7200.00;10800.00;7200_to_10800;2;83.96;3;110;31512978#0;0;0;83.96;111;35.56;37.76;4128.89;0.49;0.06;3867.20;30.59;3570.00
7200.00;10800.00;7200_to_10800;1;133.33;2;122;31512978#1;0;0;133.33;123;13.80;4.50;541.98;1.15;0.14;437.96;0.54;337.97
7200.00;10800.00;7200_to_10800;4;0.35;3;6;31518448;1;1;0.17;5;0.08;16.56;145.70;7.36;0.88;16.70;15.86;0.00
7200.00;10800.00;7200_to_10800;2;0.91;1;21;31518959;0;0;0.91;20;0.44;19.24;422.58;6.97;0.84;56.32;18.25;13.00
7200.00;10800.00;7200_to_10800;1;2.22;0;37;31519076;0;0;2.22;37;1.08;37.91;1417.63;4.81;0.87;204.41;36.86;0.00
7200.00;10800.00;7200_to_10800;1;6.63;4;133;31520175;0;0;6.63;137;3.02;9.28;1269.32;6.27;0.75;284.46;8.40;43.00
7200.00;10800.00;7200_to_10800;0;3.93;4;49;31520176;0;0;3.93;55;1.90;27.45;1462.66;3.95;0.47;726.28;26.29;602.00
7200.00;10800.00;7200_to_10800;4;1.82;0;16;327412184;0;0;1.82;14;0.90;48.38;788.57;2.60;0.31;548.15;47.59;523.00
7200.00;10800.00;7200_to_10800;2;53.77;2;127;33301531;0;0;53.77;127;25.86;23.48;3015.74;0.88;0.11;2672.08;22.43;2460.00
7200.00;10800.00;7200_to_10800;5;10.32;2;71;33301560;0;0;10.32;68;4.78;12.61;912.82;2.34;0.28;623.34;11.38;418.00
7200.00;10800.00;7200_to_10800;1;1.12;1;17;33301663#0;0;0;1.12;17;0.50;9.49;169.75;4.96;0.89;21.91;8.54;0.00
7200.00;10800.00;7200_to_10800;5;10.12;1;147;34065519;0;0;10.12;142;4.39;7.99;1173.00;4.66;0.84;174.95;6.91;0.00
7200.00;10800.00;7200_to_10800;4;14.29;2;311;36786444#0;0;0;14.29;311;6.47;9.06;2846.39;6.66;0.80;539.63;8.29;16.00
7200.00;10800.00;7200_to_10800;5;10.83;1;247;36786445#0;0;0;10.83;245;4.93;7.97;1981.31;7.01;0.84;284.51;7.26;0.00
7200.00;10800.00;7200_to_10800;1;44.46;3;218;36801001#1;39;39;22.23;220;10.78;53.06;11715.09;1.47;0.11;10443.69;52.27;9307.00
7200.00;10800.00;7200_to_10800;3;70.94;7;220;36801001#2;22;22;35.47;227;16.11;44.12;10056.69;1.01;0.07;9313.73;38.66;8520.00
7200.00;10800.00;7200_to_10800;5;3.57;3;145;36801004#0;15;15;1.79;144;0.84;7.67;1134.28;12.16;0.88;144.49;7.18;2.00
7200.00;10800.00;7200_to_10800;5;2.38;1;78;36801004#1;0;0;1.19;74;0.43;1.38;107.88;12.75;0.92;8.13;0.99;0.00
7200.00;10800.00;7200_to_10800;2;14.99;4;179;36801004#2;67;67;7.50;178;3.63;12.88;2339.98;3.75;0.27;1699.08;12.47;1583.00
7200.00;10800.00;7200_to_10800;8;126.85;4;108;37535329#0;11;11;63.43;104;1.20;0.85;91.33;6.11;0.73;21.98;0.05;0.00
7200.00;10800.00;7200_to_10800;2;2.45;3;16;37535329#1;3;3;1.22;17;0.56;9.73;177.05;2.58;0.31;117.85;8.47;77.00
7200.00;10800.00;7200_to_10800;2;0.07;0;2;377719664;0;0;0.07;0;0.03;11.39;21.00;7.93;0.95;1.38;10.73;0.00
7200.00;10800.00;7200_to_10800;2;5.79;3;139;377719665;0;0;5.79;140;2.64;7.43;1052.10;7.46;0.90;109.09;6.76;0.00
7200.00;10800.00;7200_to_10800;73;1.63;0;74;393494867;0;0;1.63;0;0.79;10.39;753.70;12.81;0.92;42.15;10.00;0.00
7200.00;10800.00;7200_to_10800;3;4.36;0;186;393494868;0;0;4.36;185;2.16;34.23;6386.26;12.02;0.87;774.33;33.82;0.00
7200.00;10800.00;7200_to_10800;1;3.88;5;1;395073288;0;0;3.88;11;1.93;255.74;1749.24;0.51;0.06;1634.74;258.34;1530.00
7200.00;10800.00;7200_to_10800;0;2.53;1;0;395153043;0;0;2.53;1;0.05;1.90;1.82;2.74;0.33;1.16;;0.00
7200.00;10800.00;7200_to_10800;1;133.33;3;88;395800497#0;0;0;133.33;92;64.14;112.20;9899.01;0.22;0.03;9639.81;110.75;9425.00
7200.00;10800.00;7200_to_10800;4;122.61;1;153;396062728#0;0;0;122.61;150;26.63;14.87;2229.00;0.68;0.08;2076.09;6.51;1846.00
7200.00;10800.00;7200_to_10800;1;3.81;7;40;39642340#2;0;0;1.91;47;0.85;6.84;317.87;4.11;0.49;160.66;5.86;85.00
7200.00;10800.00;7200_to_10800;1;2.89;3;38;399914534;0;0;2.89;41;1.39;18.10;753.38;4.27;0.51;361.20;17.32;302.00
7200.00;10800.00;7200_to_10800;4;0.57;3;11;399914535;0;0;0.57;10;0.27;10.94;149.61;7.10;0.85;22.56;10.15;0.00
7200.00;10800.00;7200_to_10800;7;1.19;0;29;399914536;0;0;1.19;22;0.55;8.37;240.36;7.30;0.88;25.18;7.65;1.00
7200.00;10800.00;7200_to_10800;1;4.21;6;20;400062408;0;0;4.21;25;2.08;53.85;1377.62;1.78;0.21;1077.82;52.94;1022.00
7200.00;10800.00;7200_to_10800;4;5.93;3;42;400961625#0;0;0;5.93;41;2.42;5.56;243.48;2.95;0.21;184.50;4.68;103.00
7200.00;10800.00;7200_to_10800;2;143.04;0;417;403882373;0;0;47.68;410;17.65;17.08;7075.51;1.10;0.13;6131.74;13.17;5279.00
7200.00;10800.00;7200_to_10800;5;12.98;2;200;40487883;0;0;12.98;188;6.32;32.75;6485.57;4.39;0.53;3032.20;31.75;2071.00
7200.00;10800.00;7200_to_10800;3;18.06;4;397;40493384#2;0;0;18.06;400;8.73;22.73;9115.05;6.39;0.77;2063.17;21.94;40.00
7200.00;10800.00;7200_to_10800;5;21.45;4;394;40493385#0;0;0;21.45;393;9.77;8.53;3391.25;5.73;0.69;1033.76;7.70;127.00
7200.00;10800.00;7200_to_10800;7;1.81;1;42;40493386;0;0;1.81;34;0.87;18.11;768.75;6.79;0.82;138.46;17.25;20.00
7200.00;10800.00;7200_to_10800;3;3.48;2;85;40493418;0;0;3.48;84;1.66;14.54;1262.14;7.27;0.87;145.76;13.77;0.00
7200.00;10800.00;7200_to_10800;1;6.51;1;162;40493501#0;0;0;6.51;162;3.12;16.73;2727.09;7.25;0.87;317.90;16.05;0.00
7200.00;10800.00;7200_to_10800;0;9.60;2;241;40493501#3;0;0;9.60;242;4.64;22.54;5467.99;7.24;0.87;657.15;21.75;4.00
7200.00;10800.00;7200_to_10800;1;5.61;1;137;40493501#4;0;0;5.61;137;2.54;7.05;971.97;7.54;0.90;90.68;6.38;0.00
7200.00;10800.00;7200_to_10800;2;9.95;1;143;40493502;0;0;9.95;142;4.25;7.37;1057.60;4.69;0.84;152.62;6.30;0.00
7200.00;10800.00;7200_to_10800;4;3.60;3;61;40598677;0;0;3.60;60;1.55;5.32;334.95;5.80;0.70;93.65;4.42;19.00
7200.00;10800.00;7200_to_10800;5;2.05;0;92;410939625;3;3;1.02;87;0.48;6.14;564.36;13.28;0.96;31.52;5.76;0.00
7200.00;10800.00;7200_to_10800;1;133.33;5;66;410939626;0;0;133.33;70;2.56;1.78;125.73;2.91;0.21;99.58;0.98;61.92
7200.00;10800.00;7200_to_10800;1;119.60;1;106;410939627;0;0;119.60;106;2.23;0.81;86.11;6.40;0.46;45.71;0.11;9.00
7200.00;10800.00;7200_to_10800;1;2.86;1;36;414404581;0;0;2.86;36;1.31;9.27;341.77;4.13;0.50;167.53;8.36;101.00
7200.00;10800.00;7200_to_10800;2;3.79;4;74;419709604#2;4;4;1.89;76;0.75;3.26;250.64;7.17;0.86;32.85;2.57;0.00
7200.00;10800.00;7200_to_10800;0;2.72;3;63;430855719;0;0;2.72;65;1.31;20.07;1320.29;6.97;0.84;161.08;19.22;0.00
7200.00;10800.00;7200_to_10800;5;2.12;2;73;4392761#0;15;15;1.06;69;0.48;5.17;384.15;10.68;0.77;83.13;4.78;0.00
7200.00;10800.00;7200_to_10800;1;9.14;3;68;4392761#2;26;26;4.57;71;2.20;56.89;4028.55;2.24;0.16;3369.21;46.39;2986.00
7200.00;10800.00;7200_to_10800;0;266.67;3;194;4392761#3;40;40;133.33;194;16.04;11.15;2023.58;0.47;0.03;1948.59;8.23;1802.00
7200.00;10800.00;7200_to_10800;4;61.75;1;226;4422176;91;91;30.87;238;14.53;168.22;39974.80;1.10;0.08;36769.42;157.54;31897.00
7200.00;10800.00;7200_to_10800;0;35.07;0;70;4422177;5;5;17.54;70;8.71;225.38;15755.48;0.58;0.04;15103.29;224.24;14105.00
7200.00;10800.00;7200_to_10800;1;2.90;0;93;4441057#1;1;1;1.45;92;0.50;1.27;117.93;12.84;0.92;5.92;0.88;0.00
7200.00;10800.00;7200_to_10800;3;52.41;2;226;4441059#1;15;15;26.21;226;7.73;8.88;2018.93;1.77;0.13;1758.36;4.63;1515.33
7200.00;10800.00;7200_to_10800;7;3.30;6;134;4441061;29;29;1.65;133;0.77;5.55;773.62;12.64;0.91;60.43;5.16;0.00
7200.00;10800.00;7200_to_10800;0;3.01;5;65;4441062;0;0;1.50;70;0.65;9.71;675.75;6.94;0.50;339.50;8.02;231.00
7200.00;10800.00;7200_to_10800;1;8.91;6;133;4441063;6;6;4.46;128;2.19;23.62;3143.36;4.36;0.31;2148.47;23.18;2014.00
7200.00;10800.00;7200_to_10800;6;0.80;1;19;450186404;0;0;0.80;14;0.38;11.01;219.02;7.33;0.88;20.69;10.32;0.00
7200.00;10800.00;7200_to_10800;2;7.08;6;115;450925440;0;0;7.08;119;3.19;8.08;971.95;5.34;0.64;323.04;7.13;93.00
7200.00;10800.00;7200_to_10800;2;27.67;3;222;4690591#0;30;30;13.83;218;6.62;51.15;11303.14;2.32;0.17;9372.97;48.46;8663.00
7200.00;10800.00;7200_to_10800;4;3.60;0;86;4690638;0;0;3.60;81;1.57;5.17;432.84;7.43;0.89;47.57;4.49;0.00
7200.00;10800.00;7200_to_10800;0;3.11;2;71;4726679#0;0;0;3.11;72;1.49;21.04;1524.60;6.72;0.81;256.75;20.06;46.00
7200.00;10800.00;7200_to_10800;7;17.56;6;63;4726679#1;0;0;17.56;68;8.73;148.30;10462.09;1.15;0.14;8997.55;147.31;8175.00
7200.00;10800.00;7200_to_10800;2;12.38;2;28;4726680;0;0;12.38;43;6.17;326.20;11598.05;0.81;0.10;10454.61;325.47;9025.00
7200.00;10800.00;7200_to_10800;0;;0;4;4726681#0;0;0;;4;;;0.00;;;;;
7200.00;10800.00;7200_to_10800;2;6.78;3;158;4726681#1;0;0;6.78;159;3.19;13.29;2136.26;6.97;0.84;325.47;12.53;0.00
7200.00;10800.00;7200_to_10800;7;7.67;5;168;4726681#2;0;0;7.67;168;3.62;13.35;2318.53;6.66;0.80;431.21;12.57;47.00
7200.00;10800.00;7200_to_10800;1;9.39;2;140;4726681#3;0;0;9.39;146;4.47;19.88;2878.00;4.53;0.54;1251.38;18.87;516.00
7200.00;10800.00;7200_to_10800;6;7.20;2;165;4726684;0;0;7.20;160;3.13;5.31;878.41;7.33;0.88;99.38;4.64;0.00
7200.00;10800.00;7200_to_10800;2;9.83;1;246;4726685#0;0;0;9.83;248;4.72;18.00;4470.46;7.30;0.88;520.46;17.26;0.00
7200.00;10800.00;7200_to_10800;2;7.50;2;177;4726685#1;0;0;7.50;180;3.52;12.05;2172.21;7.09;0.85;290.38;11.23;0.00
7200.00;10800.00;7200_to_10800;1;1.45;1;24;4726694#0;0;0;1.45;24;0.70;24.51;611.57;4.97;0.89;72.99;23.51;0.00
7200.00;10800.00;7200_to_10800;4;1.85;1;28;4726694#2;0;0;1.85;24;0.86;14.24;402.52;4.60;0.83;78.41;13.17;26.00
7200.00;10800.00;7200_to_10800;1;0.32;2;7;4726706#0;0;0;0.32;7;0.16;28.88;241.52;7.43;0.89;25.63;28.06;0.00
7200.00;10800.00;7200_to_10800;4;9.20;3;175;4726706#1;0;0;9.20;173;4.04;6.38;1131.01;6.13;0.74;266.04;5.47;13.00
7200.00;10800.00;7200_to_10800;2;5.58;2;141;4726706#2;0;0;5.58;140;2.69;18.76;2660.40;7.32;0.88;301.76;18.08;0.00
7200.00;10800.00;7200_to_10800;1;0.20;1;4;4726711#0;0;0;0.20;4;0.09;18.09;89.78;7.31;0.88;9.36;17.44;0.00
7200.00;10800.00;7200_to_10800;3;0.63;4;11;4726711#1;0;0;0.63;12;0.30;13.13;193.72;6.91;0.83;29.41;12.27;3.00
7200.00;10800.00;7200_to_10800;2;0.67;5;12;4726712;0;0;0.67;15;0.33;19.89;333.90;7.16;0.86;35.22;19.14;0.00
7200.00;10800.00;7200_to_10800;0;4.76;3;210;4726717;51;51;2.38;216;1.17;27.08;5779.79;12.64;0.91;428.63;26.64;0.00
